date,tavg,tmin,tmax,prcp
18-08-2006,30.4,26.7,36.7,3
19-08-2006,29.7,,35.5,0
20-08-2006,31.3,24.9,35.5,34
21-08-2006,31.5,27.2,36.3,0
22-08-2006,28.1,26.1,36.3,3
23-08-2006,30.2,25.2,,2
24-08-2006,28.9,,34.5,0.3
25-08-2006,28.5,,,8.9
26-08-2006,27.9,24.3,33.3,14
27-08-2006,28.9,24.9,32.3,0
28-08-2006,29,24.3,34.3,
29-08-2006,26.9,,34.3,
30-08-2006,27.8,24.5,31.7,
31-08-2006,27,24.8,31.9,
01-09-2006,28.2,23.5,32.5,
02-09-2006,27.1,23.5,32.5,0.8
03-09-2006,29.9,24.1,34.6,0.8
04-09-2006,28,25.1,35.4,0
05-09-2006,29,,33.2,6.1
06-09-2006,29.3,24.7,34.1,0
07-09-2006,30.5,25.7,35.5,
08-09-2006,30.3,25.6,35.5,
09-09-2006,30.6,25.1,35.3,
10-09-2006,29.9,25.9,35.3,
11-09-2006,30.6,25.2,36.3,
12-09-2006,31.5,25.9,37.1,
13-09-2006,32.1,25.7,38.1,
14-09-2006,30.8,26.4,38.1,
15-09-2006,30.4,25.2,37.1,
16-09-2006,28,,35.7,
17-09-2006,29.7,24.5,35.3,
18-09-2006,30.2,,35.9,
19-09-2006,30.5,25.6,35.9,
20-09-2006,30.2,26.1,35.9,
21-09-2006,28.2,,32.3,
22-09-2006,28.6,23.8,34.1,8.9
23-09-2006,28,22,34.1,0
24-09-2006,28.2,23.5,33.8,
25-09-2006,29.1,24.3,34.9,0
26-09-2006,28.4,22.1,34.9,
27-09-2006,29,22.3,35.5,
28-09-2006,29.2,22.2,36.3,
29-09-2006,29.5,21.8,36.4,
30-09-2006,30.2,24.7,36.4,
01-10-2006,30.5,24.7,35.5,
02-10-2006,30.2,25,36.9,
03-10-2006,29.5,,36.9,
04-10-2006,29.8,22.7,36.3,
05-10-2006,28.9,22.1,36.5,
06-10-2006,29,22.1,36.8,
07-10-2006,29.1,20.8,37.1,
08-10-2006,30.6,23.1,37.5,
09-10-2006,29.2,23.1,37.5,
10-10-2006,29.4,22.6,35.9,
11-10-2006,29.1,22.3,36,
12-10-2006,27.6,20.7,35.9,
13-10-2006,29.4,,36.7,
14-10-2006,28.3,22.5,36.7,
15-10-2006,27.9,21.1,35.5,
16-10-2006,27.2,18.8,35.5,
17-10-2006,27.2,20.1,35.1,
18-10-2006,26.7,19.1,34.9,
19-10-2006,21,,34.8,
20-10-2006,24,,31.3,0
21-10-2006,25.2,18.1,32.1,
22-10-2006,22.6,,32.1,
23-10-2006,23.2,15.8,31.1,
24-10-2006,23.8,16.7,30.7,
25-10-2006,24.4,17.2,,
26-10-2006,24,17.2,32,
27-10-2006,24.8,18.3,32.1,
28-10-2006,24.9,18.5,32.3,
29-10-2006,24.8,18.1,32.5,
30-10-2006,24.1,17.1,32.5,
31-10-2006,23.2,16.5,31.9,
01-11-2006,22.9,15.9,31.7,
02-11-2006,20,17.7,30.5,
03-11-2006,22.8,16.6,,
04-11-2006,23.6,17.5,30.2,
05-11-2006,23.2,17.1,30.8,
06-11-2006,22.7,16.1,,
07-11-2006,22.4,15.8,31,
08-11-2006,22.9,16.8,31,
09-11-2006,22.8,16.7,30.9,
10-11-2006,23.5,17.7,30.9,
11-11-2006,22.9,17,30.7,
12-11-2006,22.5,16.1,30.5,
